AÑO,CVE_GEO,ENTIDAD,HOMBRES,MUJERES,POBLACION,PIRAMIDE,CUM_DIFF,DELITOS,TOTAL_DELITOS,PERCEPCION,TASA_DELICTIVA,KPI_IIC,KPI_IIC_Color
2015,0,República Mexicana,59579638,62155178,121734816,"{'HOMBRES': [5748190, 5837521, 5820057, 5772464, 5634166, 5007049, 4226569, 3842628, 3736479, 3332399, 2840610, 2268314, 1717850, 1345608, 1007671, 684722, 425314, 332027], 'MUJERES': [5543337, 5655389, 5692796, 5660128, 5595657, 5175469, 4739481, 4442647, 4167185, 3614605, 3065020, 2464617, 1891079, 1501775, 1154010, 815433, 528049, 448501], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.086343,"{'Homicidios': 13666, 'Lesiones': 119595, 'Feminicidio': 352, 'Secuestros': 878, 'Violación': 8880, 'Robo a casa': 76542, 'Robo a vehículo': 134342, 'Robo a negocio': 67146, 'Extorsión': 4962, 'Violencia familiar': 109496, 'Narcomenudeo': 27112}",562971,73.2,462.5,41.2,2
2015,1,Aguascalientes,654661,678329,1332990,"{'HOMBRES': [68053, 68220, 68545, 68714, 65678, 55905, 45517, 40515, 38661, 33742, 28474, 22603, 16686, 12608, 9020, 5723, 3305, 2692], 'MUJERES': [65308, 65945, 67569, 66665, 63313, 56156, 50290, 47203, 44568, 38167, 31411, 24335, 17849, 13649, 10202, 6979, 4497, 4223], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.094859,"{'Homicidios': 33, 'Lesiones': 1890, 'Feminicidio': 0, 'Secuestros': 4, 'Violación': 76, 'Robo a casa': 2144, 'Robo a vehículo': 1677, 'Robo a negocio': 1208, 'Extorsión': 34, 'Violencia familiar': 414, 'Narcomenudeo': 521}",8001,43.2,600.2,57.8,3
2015,2,Baja California,1688929,1677852,3366781,"{'HOMBRES': [146954, 158024, 160305, 162490, 163940, 151026, 130118, 120133, 119054, 105068, 84684, 62543, 43410, 31213, 21962, 14165, 8189, 5651], 'MUJERES': [142821, 154212, 154565, 155289, 157402, 147870, 134785, 126602, 118861, 100167, 81209, 63259, 47183, 35422, 25077, 16320, 9592, 7216], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.082247,"{'Homicidios': 709, 'Lesiones': 9820, 'Feminicidio': 7, 'Secuestros': 10, 'Violación': 594, 'Robo a casa': 10896, 'Robo a vehículo': 12175, 'Robo a negocio': 4555, 'Extorsión': 178, 'Violencia familiar': 7458, 'Narcomenudeo': 0}",46402,53.2,1378.2,129.3,4
2015,3,Baja California Sur,367806,354293,722099,"{'HOMBRES': [32587, 33681, 32869, 33769, 35513, 34370, 31096, 28371, 26128, 21870, 17596, 13178, 9345, 7009, 5004, 2978, 1475, 967], 'MUJERES': [31649, 33276, 32357, 31533, 32074, 31308, 29827, 27984, 25277, 20785, 16871, 12871, 9160, 6942, 5237, 3476, 1985, 1681], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.08529,"{'Homicidios': 136, 'Lesiones': 1095, 'Feminicidio': 0, 'Secuestros': 0, 'Violación': 101, 'Robo a casa': 2118, 'Robo a vehículo': 982, 'Robo a negocio': 4, 'Extorsión': 42, 'Violencia familiar': 1402, 'Narcomenudeo': 457}",6337,61.8,877.6,78.5,3
2015,4,Campeche,451503,461588,913091,"{'HOMBRES': [43809, 43150, 41871, 42649, 44018, 40679, 34270, 30316, 28430, 24558, 20705, 16521, 12506, 9776, 7258, 4945, 3197, 2845], 'MUJERES': [42580, 42488, 41680, 42579, 44026, 41896, 37858, 33606, 29891, 25430, 21504, 17114, 12849, 9701, 6992, 4893, 3385, 3116], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.088083,"{'Homicidios': 37, 'Lesiones': 86, 'Feminicidio': 2, 'Secuestros': 5, 'Violación': 39, 'Robo a casa': 96, 'Robo a vehículo': 287, 'Robo a negocio': 55, 'Extorsión': 34, 'Violencia familiar': 15, 'Narcomenudeo': 49}",705,53.7,77.2,8.9,1
2015,5,Coahuila,1495170,1503237,2998407,"{'HOMBRES': [144391, 146289, 146107, 145371, 138679, 121097, 105282, 99521, 98047, 87252, 73654, 58017, 43273, 32933, 23604, 15555, 9545, 6553], 'MUJERES': [138481, 139959, 141087, 139226, 132166, 118187, 110778, 109603, 105753, 90638, 75309, 59771, 44756, 34580, 25898, 17652, 10985, 8408], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.089351,"{'Homicidios': 225, 'Lesiones': 4466, 'Feminicidio': 14, 'Secuestros': 20, 'Violación': 53, 'Robo a casa': 3184, 'Robo a vehículo': 1226, 'Robo a negocio': 2124, 'Extorsión': 35, 'Violencia familiar': 1877, 'Narcomenudeo': 1976}",15200,74.9,506.9,41.6,2
2015,6,Colima,358230,363089,721319,"{'HOMBRES': [32347, 34314, 33305, 33158, 34115, 31965, 27225, 24138, 22883, 20235, 17533, 14213, 10648, 8087, 5800, 3802, 2378, 2084], 'MUJERES': [30626, 31823, 31767, 32707, 34095, 32282, 29155, 26656, 24613, 21255, 18030, 14428, 10897, 8412, 6282, 4402, 2897, 2762], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.080584,"{'Homicidios': 142, 'Lesiones': 212, 'Feminicidio': 5, 'Secuestros': 5, 'Violación': 24, 'Robo a casa': 1198, 'Robo a vehículo': 739, 'Robo a negocio': 143, 'Extorsión': 12, 'Violencia familiar': 474, 'Narcomenudeo': 396}",3350,56.5,464.4,50.9,2
2015,7,Chiapas,2623895,2726998,5350893,"{'HOMBRES': [334457, 309269, 293852, 273295, 247949, 209329, 171210, 148656, 137351, 118991, 100476, 80075, 60995, 48117, 36468, 25044, 15354, 13007], 'MUJERES': [324496, 301850, 288293, 274074, 259021, 229641, 201017, 176669, 154737, 128148, 105237, 81785, 61409, 48818, 37578, 25525, 15352, 13348], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.118223,"{'Homicidios': 430, 'Lesiones': 625, 'Feminicidio': 34, 'Secuestros': 8, 'Violación': 565, 'Robo a casa': 1539, 'Robo a vehículo': 1728, 'Robo a negocio': 785, 'Extorsión': 192, 'Violencia familiar': 1094, 'Narcomenudeo': 567}",7567,54.6,141.4,15.7,1
2015,8,Chihuahua,1789712,1813947,3603659,"{'HOMBRES': [161633, 179017, 179058, 173699, 166645, 147929, 126090, 117717, 118577, 107166, 88993, 68136, 49978, 38676, 29013, 19374, 11176, 6835], 'MUJERES': [156499, 173785, 173532, 168552, 161970, 147186, 134560, 128778, 125055, 110207, 91477, 71043, 53361, 42307, 32522, 22010, 12626, 8477], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.084031,"{'Homicidios': 775, 'Lesiones': 3206, 'Feminicidio': 0, 'Secuestros': 5, 'Violación': 591, 'Robo a casa': 2539, 'Robo a vehículo': 3753, 'Robo a negocio': 1643, 'Extorsión': 10, 'Violencia familiar': 10532, 'Narcomenudeo': 2589}",25643,73.6,711.6,55.2,2
2015,9,Ciudad de México,4366091,4766410,9132501,"{'HOMBRES': [321538, 320100, 332133, 357471, 398091, 393807, 345134, 313334, 307490, 284101, 255874, 215280, 167000, 130334, 95245, 62329, 38007, 28823], 'MUJERES': [310314, 311015, 325781, 349880, 388868, 396102, 381001, 368805, 360301, 328559, 295296, 252440, 203263, 165538, 126844, 88719, 59378, 54306], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.060085,"{'Homicidios': 683, 'Lesiones': 5146, 'Feminicidio': 50, 'Secuestros': 48, 'Violación': 559, 'Robo a casa': 4726, 'Robo a vehículo': 10371, 'Robo a negocio': 12231, 'Extorsión': 533, 'Violencia familiar': 13863, 'Narcomenudeo': 1289}",49499,78.5,542.0,50.7,2
2015,10,Durango,879913,903263,1783176,"{'HOMBRES': [92552, 91389, 88756, 88047, 83994, 70923, 58113, 53492, 52722, 46945, 39771, 31597, 24175, 19558, 15295, 10801, 6813, 4970], 'MUJERES': [89512, 89308, 87160, 85767, 82199, 72311, 64414, 60577, 57210, 49865, 42443, 33949, 26027, 20914, 16416, 11873, 7596, 5722], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.096105,"{'Homicidios': 185, 'Lesiones': 2432, 'Feminicidio': 1, 'Secuestros': 6, 'Violación': 160, 'Robo a casa': 2263, 'Robo a vehículo': 1258, 'Robo a negocio': 921, 'Extorsión': 53, 'Violencia familiar': 3170, 'Narcomenudeo': 314}",10763,68.0,603.6,47.6,2
2015,11,Guanajuato,2895802,3059182,5954984,"{'HOMBRES': [296128, 299123, 299333, 298296, 284180, 243919, 202512, 182322, 173132, 148824, 123400, 98445, 75316, 58989, 44112, 30664, 20086, 17021], 'MUJERES': [285321, 289934, 294038, 294960, 289501, 261547, 233142, 214311, 197184, 166678, 138331, 109978, 83643, 65878, 50703, 36413, 24568, 23052], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.090911,"{'Homicidios': 740, 'Lesiones': 8808, 'Feminicidio': 15, 'Secuestros': 7, 'Violación': 566, 'Robo a casa': 3708, 'Robo a vehículo': 4593, 'Robo a negocio': 4292, 'Extorsión': 7, 'Violencia familiar': 8913, 'Narcomenudeo': 2534}",34183,64.8,574.0,44.2,2
2015,12,Guerrero,1754671,1863654,3618325,"{'HOMBRES': [201529, 194795, 192691, 183838, 163797, 133182, 108372, 96482, 91406, 81924, 73388, 62213, 49510, 40253, 31371, 22609, 14750, 12561], 'MUJERES': [193830, 187651, 189714, 185711, 170865, 144980, 126629, 115699, 106534, 93604, 82787, 68939, 54166, 44765, 36705, 27549, 18239, 15287], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.101569,"{'Homicidios': 1721, 'Lesiones': 2273, 'Feminicidio': 0, 'Secuestros': 66, 'Violación': 193, 'Robo a casa': 603, 'Robo a vehículo': 3533, 'Robo a negocio': 907, 'Extorsión': 112, 'Violencia familiar': 1619, 'Narcomenudeo': 313}",11340,86.8,313.4,34.4,2
2015,13,Hidalgo,1405529,1505204,2910733,"{'HOMBRES': [136036, 145650, 145027, 137915, 126002, 108630, 93848, 87525, 85921, 77466, 67169, 54749, 42234, 33614, 25643, 17747, 11218, 9135], 'MUJERES': [131195, 141071, 140883, 134764, 130273, 122502, 114878, 108035, 101090, 88119, 74637, 59498, 45893, 37253, 29095, 20607, 13374, 12037], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.084535,"{'Homicidios': 117, 'Lesiones': 2566, 'Feminicidio': 0, 'Secuestros': 15, 'Violación': 293, 'Robo a casa': 1535, 'Robo a vehículo': 2547, 'Robo a negocio': 494, 'Extorsión': 34, 'Violencia familiar': 2022, 'Narcomenudeo': 84}",9707,62.1,333.5,27.6,1
2015,14,Jalisco,3936846,4055373,7992219,"{'HOMBRES': [387303, 387451, 383828, 384077, 381634, 342400, 285327, 254202, 243831, 212667, 176566, 140862, 109541, 88234, 66209, 44013, 26918, 21783], 'MUJERES': [374079, 378238, 377846, 372874, 368752, 342568, 309899, 283556, 262462, 226421, 191107, 156011, 123747, 99325, 74648, 51523, 33142, 29175], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.088889,"{'Homicidios': 837, 'Lesiones': 6962, 'Feminicidio': 49, 'Secuestros': 15, 'Violación': 317, 'Robo a casa': 4016, 'Robo a vehículo': 7423, 'Robo a negocio': 2341, 'Extorsión': 698, 'Violencia familiar': 7732, 'Narcomenudeo': 4102}",34492,69.6,431.6,36.2,2
2015,15,México,8057530,8460169,16517699,"{'HOMBRES': [754356, 770171, 772003, 769923, 766834, 695713, 592543, 543409, 534471, 479569, 404174, 312160, 226613, 169356, 118767, 74518, 43079, 29871], 'MUJERES': [725019, 744546, 758811, 755614, 760270, 720973, 672430, 641077, 607087, 522127, 434180, 340969, 251565, 189228, 138226, 93595, 58202, 46250], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.084955,"{'Homicidios': 1708, 'Lesiones': 28343, 'Feminicidio': 50, 'Secuestros': 133, 'Violación': 836, 'Robo a casa': 8339, 'Robo a vehículo': 39700, 'Robo a negocio': 15755, 'Extorsión': 1298, 'Violencia familiar': 4100, 'Narcomenudeo': 838}",101100,90.6,612.1,59.1,3
2015,16,Michoacán,2266916,2401273,4668189,"{'HOMBRES': [239505, 235238, 227288, 222431, 214290, 185657, 151900, 135189, 129261, 114501, 99831, 82693, 65201, 53391, 41523, 29896, 20533, 18588], 'MUJERES': [231415, 229272, 225906, 225232, 221963, 199366, 174419, 157997, 146600, 128437, 111101, 90873, 71602, 59348, 47425, 34818, 23776, 21723], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.092243,"{'Homicidios': 676, 'Lesiones': 3075, 'Feminicidio': 12, 'Secuestros': 26, 'Violación': 258, 'Robo a casa': 1675, 'Robo a vehículo': 6279, 'Robo a negocio': 1404, 'Extorsión': 33, 'Violencia familiar': 743, 'Narcomenudeo': 870}",15051,79.8,322.4,34.0,2
2015,17,Morelos,935847,997871,1933718,"{'HOMBRES': [83430, 87630, 88752, 90492, 90334, 78850, 63964, 57538, 57126, 52940, 47142, 38733, 29721, 23456, 17809, 12665, 8435, 6830], 'MUJERES': [80268, 84805, 87262, 89564, 90476, 82668, 74587, 70385, 67119, 59471, 52007, 43101, 33434, 26627, 21046, 15794, 10739, 8518], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.076717,"{'Homicidios': 384, 'Lesiones': 1747, 'Feminicidio': 13, 'Secuestros': 27, 'Violación': 351, 'Robo a casa': 2035, 'Robo a vehículo': 2906, 'Robo a negocio': 1948, 'Extorsión': 138, 'Violencia familiar': 3338, 'Narcomenudeo': 638}",13525,86.3,699.4,65.9,3
2015,18,Nayarit,595551,597068,1192619,"{'HOMBRES': [57782, 60391, 57404, 56532, 55845, 49771, 41344, 37379, 36661, 32463, 27567, 22651, 17707, 14232, 11079, 7811, 4913, 4019], 'MUJERES': [55556, 57908, 54990, 54206, 53868, 49028, 44047, 41340, 39045, 33609, 28115, 22622, 17684, 14496, 11528, 8418, 5684, 4924], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.087534,"{'Homicidios': 71, 'Lesiones': 425, 'Feminicidio': 0, 'Secuestros': 11, 'Violación': 101, 'Robo a casa': 371, 'Robo a vehículo': 206, 'Robo a negocio': 148, 'Extorsión': 1, 'Violencia familiar': 232, 'Narcomenudeo': 446}",2012,55.5,168.7,15.0,1
2015,19,Nuevo León,2601535,2602702,5204237,"{'HOMBRES': [234741, 236419, 235299, 240073, 247086, 228556, 198135, 184911, 181467, 158690, 130156, 100153, 73978, 57043, 41809, 27121, 15605, 10293], 'MUJERES': [226314, 228521, 228875, 230721, 231335, 216578, 202552, 195101, 186210, 161338, 134318, 104513, 77916, 61810, 47737, 33031, 20387, 15445], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.083647,"{'Homicidios': 386, 'Lesiones': 5860, 'Feminicidio': 1, 'Secuestros': 18, 'Violación': 512, 'Robo a casa': 2387, 'Robo a vehículo': 1775, 'Robo a negocio': 2474, 'Extorsión': 413, 'Violencia familiar': 14674, 'Narcomenudeo': 1453}",29953,70.7,575.6,36.1,2
2015,20,Oaxaca,1944594,2107529,4052123,"{'HOMBRES': [204775, 208955, 207718, 195109, 174546, 147015, 123303, 111554, 107345, 97073, 86235, 71843, 56828, 47590, 39051, 29150, 19615, 16889], 'MUJERES': [198272, 204065, 205183, 196855, 185074, 166069, 150451, 138504, 127570, 111835, 97883, 81198, 65121, 55303, 45755, 34579, 23437, 20375], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.090269,"{'Homicidios': 154, 'Lesiones': 453, 'Feminicidio': 7, 'Secuestros': 10, 'Violación': 59, 'Robo a casa': 181, 'Robo a vehículo': 412, 'Robo a negocio': 108, 'Extorsión': 24, 'Violencia familiar': 530, 'Narcomenudeo': 27}",1965,77.7,48.5,4.3,1
2015,21,Puebla,3028723,3267470,6296193,"{'HOMBRES': [323166, 320784, 321494, 315136, 294478, 247422, 202343, 181703, 173028, 150879, 128543, 104103, 79474, 62852, 48318, 34133, 22267, 18600], 'MUJERES': [312533, 312694, 316488, 312585, 300419, 269395, 243459, 224791, 204889, 174482, 148525, 120511, 92826, 74386, 59077, 43968, 29786, 26656], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.093778,"{'Homicidios': 421, 'Lesiones': 5708, 'Feminicidio': 6, 'Secuestros': 28, 'Violación': 355, 'Robo a casa': 2171, 'Robo a vehículo': 3076, 'Robo a negocio': 1780, 'Extorsión': 234, 'Violencia familiar': 4267, 'Narcomenudeo': 3011}",21057,67.4,334.4,25.6,1
2015,22,Querétaro,1020419,1056040,2076459,"{'HOMBRES': [102984, 101546, 100681, 101789, 102812, 91888, 76405, 68069, 63840, 54261, 44510, 34690, 25507, 19014, 13477, 8904, 5581, 4461], 'MUJERES': [98159, 95515, 96677, 99006, 101295, 95429, 86829, 78808, 70809, 59087, 48372, 37469, 27783, 21341, 15650, 10556, 6809, 6446], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.091616,"{'Homicidios': 110, 'Lesiones': 2405, 'Feminicidio': 7, 'Secuestros': 17, 'Violación': 253, 'Robo a casa': 2041, 'Robo a vehículo': 3323, 'Robo a negocio': 1529, 'Extorsión': 5, 'Violencia familiar': 794, 'Narcomenudeo': 184}",10668,50.7,513.8,50.9,2
2015,23,Quintana Roo,769134,753991,1523125,"{'HOMBRES': [73320, 72622, 70086, 72386, 79867, 78672, 67389, 58073, 52832, 43529, 32861, 23081, 16077, 11627, 7702, 4562, 2575, 1873], 'MUJERES': [70877, 70602, 68286, 70267, 76949, 75813, 68351, 60451, 52334, 41361, 31906, 23013, 15614, 10905, 7427, 4767, 2869, 2199], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.091998,"{'Homicidios': 205, 'Lesiones': 2124, 'Feminicidio': 0, 'Secuestros': 5, 'Violación': 451, 'Robo a casa': 2968, 'Robo a vehículo': 691, 'Robo a negocio': 1587, 'Extorsión': 88, 'Violencia familiar': 2666, 'Narcomenudeo': 420}",11205,61.0,735.7,64.3,3
2015,24,San Luis Potosí,1353777,1417701,2771478,"{'HOMBRES': [130808, 136160, 141659, 138314, 126265, 105629, 87720, 80341, 79178, 72105, 62747, 50867, 39507, 32642, 26376, 19403, 12990, 11066], 'MUJERES': [126657, 133045, 139544, 136033, 126189, 112053, 102112, 95718, 90453, 79833, 68042, 54194, 41940, 34899, 28633, 21477, 14499, 12380], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.084438,"{'Homicidios': 213, 'Lesiones': 1700, 'Feminicidio': 6, 'Secuestros': 17, 'Violación': 202, 'Robo a casa': 1014, 'Robo a vehículo': 774, 'Robo a negocio': 533, 'Extorsión': 118, 'Violencia familiar': 2362, 'Narcomenudeo': 101}",7040,69.2,254.0,19.1,1
2015,25,Sinaloa,1496198,1515080,3011278,"{'HOMBRES': [135137, 141940, 144652, 147007, 142048, 121187, 101163, 95578, 96593, 86827, 73742, 59638, 45953, 36773, 28698, 19844, 11559, 7859], 'MUJERES': [129251, 136364, 141111, 141419, 136155, 120346, 109600, 105592, 101287, 89727, 77751, 63386, 48998, 39096, 30210, 21092, 13035, 10660], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.081649,"{'Homicidios': 719, 'Lesiones': 1659, 'Feminicidio': 10, 'Secuestros': 8, 'Violación': 124, 'Robo a casa': 462, 'Robo a vehículo': 3601, 'Robo a negocio': 1114, 'Extorsión': 104, 'Violencia familiar': 2000, 'Narcomenudeo': 747}",10548,70.5,350.3,34.9,2
2015,26,Sonora,1440689,1446510,2887199,"{'HOMBRES': [128390, 137908, 139937, 138107, 132626, 119066, 104704, 98119, 95152, 83698, 72196, 59130, 44014, 32588, 23582, 15821, 9395, 6256], 'MUJERES': [124590, 134777, 135492, 133533, 129617, 117905, 108986, 103759, 97251, 84408, 73399, 60606, 45582, 34172, 25451, 17981, 11219, 7782], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.082759,"{'Homicidios': 494, 'Lesiones': 1049, 'Feminicidio': 19, 'Secuestros': 8, 'Violación': 157, 'Robo a casa': 1108, 'Robo a vehículo': 3893, 'Robo a negocio': 745, 'Extorsión': 15, 'Violencia familiar': 1849, 'Narcomenudeo': 2116}",11453,62.5,396.7,40.3,2
2015,27,Tabasco,1199349,1236752,2436101,"{'HOMBRES': [122198, 121867, 115659, 112976, 113439, 104335, 88381, 78707, 74846, 66353, 56544, 44051, 32118, 24194, 17750, 12385, 7759, 5787], 'MUJERES': [116990, 117075, 114776, 113364, 114077, 108989, 101700, 93083, 82889, 68556, 56101, 44200, 33474, 25449, 18568, 12786, 7893, 6782], 'GRUPO': ['0 a 4', '5 a 9', '10 a 14', '15 a 19', '20 a 24', '25 a 29', '30 a 34', '35 a 39', '40 a 44', '45 a 49', '50 a 54', '55 a 59', '60 a 64', '65 a 69', '70 a 74', '75 a 79', '80 a 84', '85 y más']}",0.093025,"{'Homicidios': 203, 'Lesiones': 3992, 'Feminicidio': 7, 'Secuestros': 67, 'Violación': 216, 'Robo a casa': 2142, 'Robo a vehículo': 1947, 'Robo a negocio': 2195, 'Extorsión': 135, 'Violencia familiar': 3539, 'Narcomenudeo': 1}",14444,88.9,592.9,46.7,2
