fecha,entidad,delito_semaforo,incidentes
2021-01-01,Querétaro,Homicidios,15
2021-02-01,Querétaro,Homicidios,14
2021-03-01,Querétaro,Homicidios,16
2021-04-01,Querétaro,Homicidios,21
2021-05-01,Querétaro,Homicidios,22
2021-06-01,Querétaro,Homicidios,9
2021-07-01,Querétaro,Homicidios,14
2021-08-01,Querétaro,Homicidios,11
2021-09-01,Querétaro,Homicidios,16
2021-10-01,Querétaro,Homicidios,14
2021-11-01,Querétaro,Homicidios,19
2021-12-01,Querétaro,Homicidios,14
2021-01-01,Querétaro,Lesiones,308
2021-02-01,Querétaro,Lesiones,333
2021-03-01,Querétaro,Lesiones,479
2021-04-01,Querétaro,Lesiones,487
2021-05-01,Querétaro,Lesiones,460
2021-06-01,Querétaro,Lesiones,412
2021-07-01,Querétaro,Lesiones,396
2021-08-01,Querétaro,Lesiones,399
2021-09-01,Querétaro,Lesiones,357
2021-10-01,Querétaro,Lesiones,360
2021-11-01,Querétaro,Lesiones,364
2021-12-01,Querétaro,Lesiones,413
2021-01-01,Querétaro,Narcomenudeo,88
2021-02-01,Querétaro,Narcomenudeo,79
2021-03-01,Querétaro,Narcomenudeo,117
2021-04-01,Querétaro,Narcomenudeo,100
2021-05-01,Querétaro,Narcomenudeo,76
2021-06-01,Querétaro,Narcomenudeo,88
2021-07-01,Querétaro,Narcomenudeo,97
2021-08-01,Querétaro,Narcomenudeo,108
2021-09-01,Querétaro,Narcomenudeo,70
2021-10-01,Querétaro,Narcomenudeo,140
2021-11-01,Querétaro,Narcomenudeo,82
2021-12-01,Querétaro,Narcomenudeo,109
2021-01-01,Querétaro,Robo a casa,219
2021-02-01,Querétaro,Robo a casa,181
2021-03-01,Querétaro,Robo a casa,206
2021-04-01,Querétaro,Robo a casa,201
2021-05-01,Querétaro,Robo a casa,236
2021-06-01,Querétaro,Robo a casa,177
2021-07-01,Querétaro,Robo a casa,181
2021-08-01,Querétaro,Robo a casa,188
2021-09-01,Querétaro,Robo a casa,199
2021-10-01,Querétaro,Robo a casa,210
2021-11-01,Querétaro,Robo a casa,199
2021-12-01,Querétaro,Robo a casa,218
2021-01-01,Querétaro,Robo a negocio,217
2021-02-01,Querétaro,Robo a negocio,176
2021-03-01,Querétaro,Robo a negocio,164
2021-04-01,Querétaro,Robo a negocio,167
2021-05-01,Querétaro,Robo a negocio,169
2021-06-01,Querétaro,Robo a negocio,160
2021-07-01,Querétaro,Robo a negocio,182
2021-08-01,Querétaro,Robo a negocio,213
2021-09-01,Querétaro,Robo a negocio,201
2021-10-01,Querétaro,Robo a negocio,236
2021-11-01,Querétaro,Robo a negocio,234
2021-12-01,Querétaro,Robo a negocio,215
2021-01-01,Querétaro,Robo a vehículo,298
2021-02-01,Querétaro,Robo a vehículo,276
2021-03-01,Querétaro,Robo a vehículo,310
2021-04-01,Querétaro,Robo a vehículo,273
2021-05-01,Querétaro,Robo a vehículo,299
2021-06-01,Querétaro,Robo a vehículo,285
2021-07-01,Querétaro,Robo a vehículo,322
2021-08-01,Querétaro,Robo a vehículo,306
2021-09-01,Querétaro,Robo a vehículo,306
2021-10-01,Querétaro,Robo a vehículo,341
2021-11-01,Querétaro,Robo a vehículo,385
2021-12-01,Querétaro,Robo a vehículo,366
2021-01-01,Querétaro,Secuestros,0
2021-02-01,Querétaro,Secuestros,0
2021-03-01,Querétaro,Secuestros,1
2021-04-01,Querétaro,Secuestros,2
2021-05-01,Querétaro,Secuestros,2
2021-06-01,Querétaro,Secuestros,1
2021-07-01,Querétaro,Secuestros,0
2021-08-01,Querétaro,Secuestros,1
2021-09-01,Querétaro,Secuestros,5
2021-10-01,Querétaro,Secuestros,0
2021-11-01,Querétaro,Secuestros,1
2021-12-01,Querétaro,Secuestros,2
2021-01-01,Querétaro,Violación,32
2021-02-01,Querétaro,Violación,37
2021-03-01,Querétaro,Violación,35
2021-04-01,Querétaro,Violación,38
2021-05-01,Querétaro,Violación,29
2021-06-01,Querétaro,Violación,41
2021-07-01,Querétaro,Violación,37
2021-08-01,Querétaro,Violación,38
2021-09-01,Querétaro,Violación,33
2021-10-01,Querétaro,Violación,48
2021-11-01,Querétaro,Violación,32
2021-12-01,Querétaro,Violación,29
2021-01-01,Querétaro,Violencia familiar,266
2021-02-01,Querétaro,Violencia familiar,286
2021-03-01,Querétaro,Violencia familiar,337
2021-04-01,Querétaro,Violencia familiar,289
2021-05-01,Querétaro,Violencia familiar,368
2021-06-01,Querétaro,Violencia familiar,346
2021-07-01,Querétaro,Violencia familiar,354
2021-08-01,Querétaro,Violencia familiar,308
2021-09-01,Querétaro,Violencia familiar,307
2021-10-01,Querétaro,Violencia familiar,325
2021-11-01,Querétaro,Violencia familiar,286
2021-12-01,Querétaro,Violencia familiar,312
2021-01-01,Quintana Roo,Extorsión,3
2021-02-01,Quintana Roo,Extorsión,7
2021-03-01,Quintana Roo,Extorsión,13
2021-04-01,Quintana Roo,Extorsión,13
2021-05-01,Quintana Roo,Extorsión,14
2021-06-01,Quintana Roo,Extorsión,7
2021-07-01,Quintana Roo,Extorsión,18
2021-08-01,Quintana Roo,Extorsión,4
2021-09-01,Quintana Roo,Extorsión,6
2021-10-01,Quintana Roo,Extorsión,8
2021-11-01,Quintana Roo,Extorsión,10
2021-12-01,Quintana Roo,Extorsión,6
2021-01-01,Quintana Roo,Feminicidio,2
2021-02-01,Quintana Roo,Feminicidio,0
2021-03-01,Quintana Roo,Feminicidio,2
2021-04-01,Quintana Roo,Feminicidio,2
2021-05-01,Quintana Roo,Feminicidio,4
2021-06-01,Quintana Roo,Feminicidio,4
2021-07-01,Quintana Roo,Feminicidio,1
2021-08-01,Quintana Roo,Feminicidio,4
2021-09-01,Quintana Roo,Feminicidio,1
2021-10-01,Quintana Roo,Feminicidio,0
2021-11-01,Quintana Roo,Feminicidio,2
2021-12-01,Quintana Roo,Feminicidio,3
2021-01-01,Quintana Roo,Homicidios,29
2021-02-01,Quintana Roo,Homicidios,46
2021-03-01,Quintana Roo,Homicidios,50
2021-04-01,Quintana Roo,Homicidios,61
2021-05-01,Quintana Roo,Homicidios,54
2021-06-01,Quintana Roo,Homicidios,48
2021-07-01,Quintana Roo,Homicidios,40
2021-08-01,Quintana Roo,Homicidios,60
2021-09-01,Quintana Roo,Homicidios,54
2021-10-01,Quintana Roo,Homicidios,51
2021-11-01,Quintana Roo,Homicidios,53
2021-12-01,Quintana Roo,Homicidios,39
2021-01-01,Quintana Roo,Lesiones,216
2021-02-01,Quintana Roo,Lesiones,175
2021-03-01,Quintana Roo,Lesiones,249
2021-04-01,Quintana Roo,Lesiones,212
2021-05-01,Quintana Roo,Lesiones,238
2021-06-01,Quintana Roo,Lesiones,226
2021-07-01,Quintana Roo,Lesiones,214
2021-08-01,Quintana Roo,Lesiones,225
2021-09-01,Quintana Roo,Lesiones,230
2021-10-01,Quintana Roo,Lesiones,213
2021-11-01,Quintana Roo,Lesiones,205
2021-12-01,Quintana Roo,Lesiones,230
2021-01-01,Quintana Roo,Narcomenudeo,101
2021-02-01,Quintana Roo,Narcomenudeo,90
2021-03-01,Quintana Roo,Narcomenudeo,107
2021-04-01,Quintana Roo,Narcomenudeo,80
2021-05-01,Quintana Roo,Narcomenudeo,109
2021-06-01,Quintana Roo,Narcomenudeo,83
2021-07-01,Quintana Roo,Narcomenudeo,87
2021-08-01,Quintana Roo,Narcomenudeo,93
2021-09-01,Quintana Roo,Narcomenudeo,114
2021-10-01,Quintana Roo,Narcomenudeo,143
2021-11-01,Quintana Roo,Narcomenudeo,131
2021-12-01,Quintana Roo,Narcomenudeo,141
2021-01-01,Quintana Roo,Robo a casa,147
2021-02-01,Quintana Roo,Robo a casa,108
2021-03-01,Quintana Roo,Robo a casa,111
2021-04-01,Quintana Roo,Robo a casa,107
2021-05-01,Quintana Roo,Robo a casa,114
2021-06-01,Quintana Roo,Robo a casa,134
2021-07-01,Quintana Roo,Robo a casa,128
2021-08-01,Quintana Roo,Robo a casa,125
2021-09-01,Quintana Roo,Robo a casa,118
2021-10-01,Quintana Roo,Robo a casa,136
2021-11-01,Quintana Roo,Robo a casa,117
2021-12-01,Quintana Roo,Robo a casa,111
2021-01-01,Quintana Roo,Robo a negocio,191
2021-02-01,Quintana Roo,Robo a negocio,125
2021-03-01,Quintana Roo,Robo a negocio,169
2021-04-01,Quintana Roo,Robo a negocio,209
2021-05-01,Quintana Roo,Robo a negocio,190
2021-06-01,Quintana Roo,Robo a negocio,188
2021-07-01,Quintana Roo,Robo a negocio,138
2021-08-01,Quintana Roo,Robo a negocio,162
2021-09-01,Quintana Roo,Robo a negocio,205
2021-10-01,Quintana Roo,Robo a negocio,190
2021-11-01,Quintana Roo,Robo a negocio,204
2021-12-01,Quintana Roo,Robo a negocio,153
2021-01-01,Quintana Roo,Robo a vehículo,211
2021-02-01,Quintana Roo,Robo a vehículo,212
2021-03-01,Quintana Roo,Robo a vehículo,234
2021-04-01,Quintana Roo,Robo a vehículo,206
2021-05-01,Quintana Roo,Robo a vehículo,213
2021-06-01,Quintana Roo,Robo a vehículo,219
2021-07-01,Quintana Roo,Robo a vehículo,209
2021-08-01,Quintana Roo,Robo a vehículo,214
2021-09-01,Quintana Roo,Robo a vehículo,219
2021-10-01,Quintana Roo,Robo a vehículo,241
2021-11-01,Quintana Roo,Robo a vehículo,240
2021-12-01,Quintana Roo,Robo a vehículo,217
2021-01-01,Quintana Roo,Secuestros,1
2021-02-01,Quintana Roo,Secuestros,3
2021-03-01,Quintana Roo,Secuestros,2
2021-04-01,Quintana Roo,Secuestros,0
2021-05-01,Quintana Roo,Secuestros,2
2021-06-01,Quintana Roo,Secuestros,1
2021-07-01,Quintana Roo,Secuestros,0
2021-08-01,Quintana Roo,Secuestros,0
2021-09-01,Quintana Roo,Secuestros,1
2021-10-01,Quintana Roo,Secuestros,1
2021-11-01,Quintana Roo,Secuestros,2
2021-12-01,Quintana Roo,Secuestros,2
2021-01-01,Quintana Roo,Violación,59
2021-02-01,Quintana Roo,Violación,58
2021-03-01,Quintana Roo,Violación,63
2021-04-01,Quintana Roo,Violación,72
2021-05-01,Quintana Roo,Violación,79
2021-06-01,Quintana Roo,Violación,70
2021-07-01,Quintana Roo,Violación,62
2021-08-01,Quintana Roo,Violación,65
2021-09-01,Quintana Roo,Violación,62
2021-10-01,Quintana Roo,Violación,77
2021-11-01,Quintana Roo,Violación,57
2021-12-01,Quintana Roo,Violación,70
2021-01-01,Quintana Roo,Violencia familiar,419
2021-02-01,Quintana Roo,Violencia familiar,471
2021-03-01,Quintana Roo,Violencia familiar,554
2021-04-01,Quintana Roo,Violencia familiar,572
2021-05-01,Quintana Roo,Violencia familiar,589
2021-06-01,Quintana Roo,Violencia familiar,501
2021-07-01,Quintana Roo,Violencia familiar,456
2021-08-01,Quintana Roo,Violencia familiar,436
2021-09-01,Quintana Roo,Violencia familiar,441
2021-10-01,Quintana Roo,Violencia familiar,439
2021-11-01,Quintana Roo,Violencia familiar,434
2021-12-01,Quintana Roo,Violencia familiar,536
2021-01-01,San Luis Potosí,Extorsión,12
2021-02-01,San Luis Potosí,Extorsión,8
2021-03-01,San Luis Potosí,Extorsión,5
2021-04-01,San Luis Potosí,Extorsión,7
2021-05-01,San Luis Potosí,Extorsión,15
2021-06-01,San Luis Potosí,Extorsión,12
2021-07-01,San Luis Potosí,Extorsión,13
2021-08-01,San Luis Potosí,Extorsión,7
2021-09-01,San Luis Potosí,Extorsión,11
2021-10-01,San Luis Potosí,Extorsión,9
2021-11-01,San Luis Potosí,Extorsión,9
2021-12-01,San Luis Potosí,Extorsión,14
2021-01-01,San Luis Potosí,Feminicidio,4
2021-02-01,San Luis Potosí,Feminicidio,2
2021-03-01,San Luis Potosí,Feminicidio,2
2021-04-01,San Luis Potosí,Feminicidio,1
2021-05-01,San Luis Potosí,Feminicidio,3
2021-06-01,San Luis Potosí,Feminicidio,2
2021-07-01,San Luis Potosí,Feminicidio,2
2021-08-01,San Luis Potosí,Feminicidio,1
2021-09-01,San Luis Potosí,Feminicidio,2
2021-10-01,San Luis Potosí,Feminicidio,1
2021-11-01,San Luis Potosí,Feminicidio,1
2021-12-01,San Luis Potosí,Feminicidio,3
2021-01-01,San Luis Potosí,Homicidios,59
2021-02-01,San Luis Potosí,Homicidios,52
2021-03-01,San Luis Potosí,Homicidios,67
2021-04-01,San Luis Potosí,Homicidios,59
2021-05-01,San Luis Potosí,Homicidios,61
2021-06-01,San Luis Potosí,Homicidios,62
2021-07-01,San Luis Potosí,Homicidios,41
2021-08-01,San Luis Potosí,Homicidios,56
2021-09-01,San Luis Potosí,Homicidios,38
2021-10-01,San Luis Potosí,Homicidios,43
2021-11-01,San Luis Potosí,Homicidios,38
2021-12-01,San Luis Potosí,Homicidios,38
2021-01-01,San Luis Potosí,Lesiones,266
2021-02-01,San Luis Potosí,Lesiones,231
2021-03-01,San Luis Potosí,Lesiones,385
2021-04-01,San Luis Potosí,Lesiones,365
2021-05-01,San Luis Potosí,Lesiones,401
2021-06-01,San Luis Potosí,Lesiones,390
2021-07-01,San Luis Potosí,Lesiones,323
2021-08-01,San Luis Potosí,Lesiones,328
2021-09-01,San Luis Potosí,Lesiones,303
2021-10-01,San Luis Potosí,Lesiones,294
2021-11-01,San Luis Potosí,Lesiones,314
2021-12-01,San Luis Potosí,Lesiones,330
2021-01-01,San Luis Potosí,Narcomenudeo,99
2021-02-01,San Luis Potosí,Narcomenudeo,101
2021-03-01,San Luis Potosí,Narcomenudeo,106
2021-04-01,San Luis Potosí,Narcomenudeo,76
2021-05-01,San Luis Potosí,Narcomenudeo,75
2021-06-01,San Luis Potosí,Narcomenudeo,52
2021-07-01,San Luis Potosí,Narcomenudeo,65
2021-08-01,San Luis Potosí,Narcomenudeo,71
2021-09-01,San Luis Potosí,Narcomenudeo,56
2021-10-01,San Luis Potosí,Narcomenudeo,107
2021-11-01,San Luis Potosí,Narcomenudeo,114
2021-12-01,San Luis Potosí,Narcomenudeo,100
2021-01-01,San Luis Potosí,Robo a casa,103
2021-02-01,San Luis Potosí,Robo a casa,81
2021-03-01,San Luis Potosí,Robo a casa,94
2021-04-01,San Luis Potosí,Robo a casa,106
2021-05-01,San Luis Potosí,Robo a casa,116
2021-06-01,San Luis Potosí,Robo a casa,108
2021-07-01,San Luis Potosí,Robo a casa,90
2021-08-01,San Luis Potosí,Robo a casa,107
2021-09-01,San Luis Potosí,Robo a casa,107
2021-10-01,San Luis Potosí,Robo a casa,106
2021-11-01,San Luis Potosí,Robo a casa,107
2021-12-01,San Luis Potosí,Robo a casa,85
2021-01-01,San Luis Potosí,Robo a negocio,128
2021-02-01,San Luis Potosí,Robo a negocio,108
2021-03-01,San Luis Potosí,Robo a negocio,144
2021-04-01,San Luis Potosí,Robo a negocio,147
2021-05-01,San Luis Potosí,Robo a negocio,132
2021-06-01,San Luis Potosí,Robo a negocio,147
2021-07-01,San Luis Potosí,Robo a negocio,149
2021-08-01,San Luis Potosí,Robo a negocio,180
2021-09-01,San Luis Potosí,Robo a negocio,207
2021-10-01,San Luis Potosí,Robo a negocio,248
2021-11-01,San Luis Potosí,Robo a negocio,185
2021-12-01,San Luis Potosí,Robo a negocio,263
2021-01-01,San Luis Potosí,Robo a vehículo,305
2021-02-01,San Luis Potosí,Robo a vehículo,228
2021-03-01,San Luis Potosí,Robo a vehículo,236
2021-04-01,San Luis Potosí,Robo a vehículo,274
2021-05-01,San Luis Potosí,Robo a vehículo,294
2021-06-01,San Luis Potosí,Robo a vehículo,278
2021-07-01,San Luis Potosí,Robo a vehículo,321
2021-08-01,San Luis Potosí,Robo a vehículo,344
2021-09-01,San Luis Potosí,Robo a vehículo,357
2021-10-01,San Luis Potosí,Robo a vehículo,379
2021-11-01,San Luis Potosí,Robo a vehículo,381
2021-12-01,San Luis Potosí,Robo a vehículo,415
2021-01-01,San Luis Potosí,Secuestros,2
2021-02-01,San Luis Potosí,Secuestros,1
2021-03-01,San Luis Potosí,Secuestros,4
2021-04-01,San Luis Potosí,Secuestros,1
2021-05-01,San Luis Potosí,Secuestros,1
2021-06-01,San Luis Potosí,Secuestros,0
2021-07-01,San Luis Potosí,Secuestros,1
2021-08-01,San Luis Potosí,Secuestros,0
2021-09-01,San Luis Potosí,Secuestros,2
2021-10-01,San Luis Potosí,Secuestros,1
2021-11-01,San Luis Potosí,Secuestros,0
2021-12-01,San Luis Potosí,Secuestros,1
2021-01-01,San Luis Potosí,Violación,45
2021-02-01,San Luis Potosí,Violación,53
2021-03-01,San Luis Potosí,Violación,58
2021-04-01,San Luis Potosí,Violación,59
2021-05-01,San Luis Potosí,Violación,64
2021-06-01,San Luis Potosí,Violación,54
2021-07-01,San Luis Potosí,Violación,64
2021-08-01,San Luis Potosí,Violación,45
2021-09-01,San Luis Potosí,Violación,49
2021-10-01,San Luis Potosí,Violación,61
2021-11-01,San Luis Potosí,Violación,48
2021-12-01,San Luis Potosí,Violación,36
2021-01-01,San Luis Potosí,Violencia familiar,593
2021-02-01,San Luis Potosí,Violencia familiar,562
2021-03-01,San Luis Potosí,Violencia familiar,888
2021-04-01,San Luis Potosí,Violencia familiar,909
2021-05-01,San Luis Potosí,Violencia familiar,919
2021-06-01,San Luis Potosí,Violencia familiar,864
2021-07-01,San Luis Potosí,Violencia familiar,775
2021-08-01,San Luis Potosí,Violencia familiar,775
2021-09-01,San Luis Potosí,Violencia familiar,702
2021-10-01,San Luis Potosí,Violencia familiar,742
2021-11-01,San Luis Potosí,Violencia familiar,665
2021-12-01,San Luis Potosí,Violencia familiar,640
2021-01-01,Sinaloa,Extorsión,5
2021-02-01,Sinaloa,Extorsión,3
2021-03-01,Sinaloa,Extorsión,4
2021-04-01,Sinaloa,Extorsión,8
2021-05-01,Sinaloa,Extorsión,10
2021-06-01,Sinaloa,Extorsión,5
2021-07-01,Sinaloa,Extorsión,3
2021-08-01,Sinaloa,Extorsión,4
2021-09-01,Sinaloa,Extorsión,2
2021-10-01,Sinaloa,Extorsión,10
2021-11-01,Sinaloa,Extorsión,1
2021-12-01,Sinaloa,Extorsión,6
2021-01-01,Sinaloa,Feminicidio,4
2021-02-01,Sinaloa,Feminicidio,3
2021-03-01,Sinaloa,Feminicidio,2
2021-04-01,Sinaloa,Feminicidio,1
2021-05-01,Sinaloa,Feminicidio,3
2021-06-01,Sinaloa,Feminicidio,9
2021-07-01,Sinaloa,Feminicidio,2
2021-08-01,Sinaloa,Feminicidio,5
2021-09-01,Sinaloa,Feminicidio,2
2021-10-01,Sinaloa,Feminicidio,6
2021-11-01,Sinaloa,Feminicidio,0
2021-12-01,Sinaloa,Feminicidio,3
2021-01-01,Sinaloa,Homicidios,53
2021-02-01,Sinaloa,Homicidios,48
2021-03-01,Sinaloa,Homicidios,42
2021-04-01,Sinaloa,Homicidios,40
2021-05-01,Sinaloa,Homicidios,63
2021-06-01,Sinaloa,Homicidios,43
2021-07-01,Sinaloa,Homicidios,47
2021-08-01,Sinaloa,Homicidios,41
2021-09-01,Sinaloa,Homicidios,54
2021-10-01,Sinaloa,Homicidios,46
2021-11-01,Sinaloa,Homicidios,39
2021-12-01,Sinaloa,Homicidios,40
2021-01-01,Sinaloa,Lesiones,189
2021-02-01,Sinaloa,Lesiones,237
2021-03-01,Sinaloa,Lesiones,241
2021-04-01,Sinaloa,Lesiones,227
2021-05-01,Sinaloa,Lesiones,257
2021-06-01,Sinaloa,Lesiones,240
2021-07-01,Sinaloa,Lesiones,224
2021-08-01,Sinaloa,Lesiones,240
2021-09-01,Sinaloa,Lesiones,227
2021-10-01,Sinaloa,Lesiones,265
2021-11-01,Sinaloa,Lesiones,236
2021-12-01,Sinaloa,Lesiones,209
2021-01-01,Sinaloa,Narcomenudeo,13
2021-02-01,Sinaloa,Narcomenudeo,13
2021-03-01,Sinaloa,Narcomenudeo,19
2021-04-01,Sinaloa,Narcomenudeo,19
2021-05-01,Sinaloa,Narcomenudeo,12
2021-06-01,Sinaloa,Narcomenudeo,7
2021-07-01,Sinaloa,Narcomenudeo,6
2021-08-01,Sinaloa,Narcomenudeo,10
2021-09-01,Sinaloa,Narcomenudeo,10
2021-10-01,Sinaloa,Narcomenudeo,13
2021-11-01,Sinaloa,Narcomenudeo,13
2021-12-01,Sinaloa,Narcomenudeo,10
2021-01-01,Sinaloa,Robo a casa,28
2021-02-01,Sinaloa,Robo a casa,28
2021-03-01,Sinaloa,Robo a casa,21
2021-04-01,Sinaloa,Robo a casa,26
2021-05-01,Sinaloa,Robo a casa,23
2021-06-01,Sinaloa,Robo a casa,42
2021-07-01,Sinaloa,Robo a casa,25
2021-08-01,Sinaloa,Robo a casa,25
2021-09-01,Sinaloa,Robo a casa,42
2021-10-01,Sinaloa,Robo a casa,29
2021-11-01,Sinaloa,Robo a casa,25
2021-12-01,Sinaloa,Robo a casa,27
2021-01-01,Sinaloa,Robo a negocio,57
2021-02-01,Sinaloa,Robo a negocio,121
2021-03-01,Sinaloa,Robo a negocio,106
2021-04-01,Sinaloa,Robo a negocio,119
2021-05-01,Sinaloa,Robo a negocio,111
2021-06-01,Sinaloa,Robo a negocio,135
2021-07-01,Sinaloa,Robo a negocio,64
2021-08-01,Sinaloa,Robo a negocio,76
2021-09-01,Sinaloa,Robo a negocio,160
2021-10-01,Sinaloa,Robo a negocio,133
2021-11-01,Sinaloa,Robo a negocio,153
2021-12-01,Sinaloa,Robo a negocio,93
2021-01-01,Sinaloa,Robo a vehículo,275
2021-02-01,Sinaloa,Robo a vehículo,271
2021-03-01,Sinaloa,Robo a vehículo,316
2021-04-01,Sinaloa,Robo a vehículo,286
2021-05-01,Sinaloa,Robo a vehículo,313
2021-06-01,Sinaloa,Robo a vehículo,263
2021-07-01,Sinaloa,Robo a vehículo,309
2021-08-01,Sinaloa,Robo a vehículo,274
2021-09-01,Sinaloa,Robo a vehículo,285
2021-10-01,Sinaloa,Robo a vehículo,282
2021-11-01,Sinaloa,Robo a vehículo,326
2021-12-01,Sinaloa,Robo a vehículo,277
2021-01-01,Sinaloa,Secuestros,2
2021-02-01,Sinaloa,Secuestros,1
2021-03-01,Sinaloa,Secuestros,0
2021-04-01,Sinaloa,Secuestros,1
2021-05-01,Sinaloa,Secuestros,1
2021-06-01,Sinaloa,Secuestros,0
2021-07-01,Sinaloa,Secuestros,0
2021-08-01,Sinaloa,Secuestros,0
2021-09-01,Sinaloa,Secuestros,0
2021-10-01,Sinaloa,Secuestros,0
2021-11-01,Sinaloa,Secuestros,0
2021-12-01,Sinaloa,Secuestros,0
2021-01-01,Sinaloa,Violación,16
2021-02-01,Sinaloa,Violación,12
2021-03-01,Sinaloa,Violación,22
2021-04-01,Sinaloa,Violación,21
2021-05-01,Sinaloa,Violación,15
2021-06-01,Sinaloa,Violación,19
2021-07-01,Sinaloa,Violación,22
2021-08-01,Sinaloa,Violación,16
2021-09-01,Sinaloa,Violación,22
2021-10-01,Sinaloa,Violación,24
2021-11-01,Sinaloa,Violación,18
2021-12-01,Sinaloa,Violación,22
2021-01-01,Sinaloa,Violencia familiar,399
2021-02-01,Sinaloa,Violencia familiar,482
2021-03-01,Sinaloa,Violencia familiar,560
2021-04-01,Sinaloa,Violencia familiar,536
2021-05-01,Sinaloa,Violencia familiar,549
2021-06-01,Sinaloa,Violencia familiar,545
2021-07-01,Sinaloa,Violencia familiar,379
2021-08-01,Sinaloa,Violencia familiar,455
2021-09-01,Sinaloa,Violencia familiar,482
2021-10-01,Sinaloa,Violencia familiar,489
2021-11-01,Sinaloa,Violencia familiar,454
2021-12-01,Sinaloa,Violencia familiar,403
2021-01-01,Sonora,Extorsión,5
2021-02-01,Sonora,Extorsión,3
2021-03-01,Sonora,Extorsión,17
2021-04-01,Sonora,Extorsión,11
2021-05-01,Sonora,Extorsión,4
2021-06-01,Sonora,Extorsión,9
2021-07-01,Sonora,Extorsión,3
2021-08-01,Sonora,Extorsión,2
2021-09-01,Sonora,Extorsión,8
2021-10-01,Sonora,Extorsión,8
2021-11-01,Sonora,Extorsión,7
2021-12-01,Sonora,Extorsión,3
2021-01-01,Sonora,Feminicidio,4
2021-02-01,Sonora,Feminicidio,0
2021-03-01,Sonora,Feminicidio,7
2021-04-01,Sonora,Feminicidio,2
2021-05-01,Sonora,Feminicidio,7
2021-06-01,Sonora,Feminicidio,2
2021-07-01,Sonora,Feminicidio,5
2021-08-01,Sonora,Feminicidio,3
2021-09-01,Sonora,Feminicidio,2
2021-10-01,Sonora,Feminicidio,1
2021-11-01,Sonora,Feminicidio,2
2021-12-01,Sonora,Feminicidio,7
2021-01-01,Sonora,Homicidios,125
2021-02-01,Sonora,Homicidios,110
2021-03-01,Sonora,Homicidios,142
2021-04-01,Sonora,Homicidios,147
2021-05-01,Sonora,Homicidios,146
2021-06-01,Sonora,Homicidios,119
2021-07-01,Sonora,Homicidios,158
2021-08-01,Sonora,Homicidios,138
2021-09-01,Sonora,Homicidios,123
2021-10-01,Sonora,Homicidios,136
2021-11-01,Sonora,Homicidios,121
2021-12-01,Sonora,Homicidios,135
2021-01-01,Sonora,Lesiones,136
2021-02-01,Sonora,Lesiones,178
2021-03-01,Sonora,Lesiones,252
2021-04-01,Sonora,Lesiones,232
2021-05-01,Sonora,Lesiones,169
2021-06-01,Sonora,Lesiones,183
2021-07-01,Sonora,Lesiones,154
2021-08-01,Sonora,Lesiones,133
2021-09-01,Sonora,Lesiones,152
2021-10-01,Sonora,Lesiones,178
2021-11-01,Sonora,Lesiones,179
2021-12-01,Sonora,Lesiones,141
2021-01-01,Sonora,Narcomenudeo,224
2021-02-01,Sonora,Narcomenudeo,281
2021-03-01,Sonora,Narcomenudeo,298
2021-04-01,Sonora,Narcomenudeo,248
2021-05-01,Sonora,Narcomenudeo,243
2021-06-01,Sonora,Narcomenudeo,247
2021-07-01,Sonora,Narcomenudeo,255
2021-08-01,Sonora,Narcomenudeo,228
2021-09-01,Sonora,Narcomenudeo,263
2021-10-01,Sonora,Narcomenudeo,250
2021-11-01,Sonora,Narcomenudeo,247
2021-12-01,Sonora,Narcomenudeo,229
2021-01-01,Sonora,Robo a casa,88
2021-02-01,Sonora,Robo a casa,110
2021-03-01,Sonora,Robo a casa,125
2021-04-01,Sonora,Robo a casa,96
2021-05-01,Sonora,Robo a casa,76
2021-06-01,Sonora,Robo a casa,65
2021-07-01,Sonora,Robo a casa,74
2021-08-01,Sonora,Robo a casa,86
2021-09-01,Sonora,Robo a casa,94
2021-10-01,Sonora,Robo a casa,103
2021-11-01,Sonora,Robo a casa,100
2021-12-01,Sonora,Robo a casa,69
2021-01-01,Sonora,Robo a negocio,63
2021-02-01,Sonora,Robo a negocio,86
2021-03-01,Sonora,Robo a negocio,61
2021-04-01,Sonora,Robo a negocio,41
2021-05-01,Sonora,Robo a negocio,45
2021-06-01,Sonora,Robo a negocio,49
2021-07-01,Sonora,Robo a negocio,54
2021-08-01,Sonora,Robo a negocio,60
2021-09-01,Sonora,Robo a negocio,53
2021-10-01,Sonora,Robo a negocio,61
2021-11-01,Sonora,Robo a negocio,62
2021-12-01,Sonora,Robo a negocio,46
2021-01-01,Sonora,Robo a vehículo,199
2021-02-01,Sonora,Robo a vehículo,207
2021-03-01,Sonora,Robo a vehículo,153
2021-04-01,Sonora,Robo a vehículo,146
2021-05-01,Sonora,Robo a vehículo,177
2021-06-01,Sonora,Robo a vehículo,157
2021-07-01,Sonora,Robo a vehículo,150
2021-08-01,Sonora,Robo a vehículo,163
2021-09-01,Sonora,Robo a vehículo,206
2021-10-01,Sonora,Robo a vehículo,210
2021-11-01,Sonora,Robo a vehículo,199
2021-12-01,Sonora,Robo a vehículo,240
2021-01-01,Sonora,Secuestros,0
2021-02-01,Sonora,Secuestros,1
2021-03-01,Sonora,Secuestros,0
2021-04-01,Sonora,Secuestros,1
