fecha,entidad,delito_semaforo,incidentes
2015-01-01,Aguascalientes,Extorsión,2
2015-02-01,Aguascalientes,Extorsión,4
2015-03-01,Aguascalientes,Extorsión,1
2015-04-01,Aguascalientes,Extorsión,5
2015-05-01,Aguascalientes,Extorsión,7
2015-06-01,Aguascalientes,Extorsión,2
2015-07-01,Aguascalientes,Extorsión,1
2015-08-01,Aguascalientes,Extorsión,3
2015-09-01,Aguascalientes,Extorsión,2
2015-10-01,Aguascalientes,Extorsión,6
2015-11-01,Aguascalientes,Extorsión,4
2015-12-01,Aguascalientes,Extorsión,2
2015-01-01,Aguascalientes,Feminicidio,0
2015-02-01,Aguascalientes,Feminicidio,0
2015-03-01,Aguascalientes,Feminicidio,0
2015-04-01,Aguascalientes,Feminicidio,0
2015-05-01,Aguascalientes,Feminicidio,0
2015-06-01,Aguascalientes,Feminicidio,0
2015-07-01,Aguascalientes,Feminicidio,0
2015-08-01,Aguascalientes,Feminicidio,0
2015-09-01,Aguascalientes,Feminicidio,0
2015-10-01,Aguascalientes,Feminicidio,0
2015-11-01,Aguascalientes,Feminicidio,0
2015-12-01,Aguascalientes,Feminicidio,0
2015-01-01,Aguascalientes,Homicidios,6
2015-02-01,Aguascalientes,Homicidios,1
2015-03-01,Aguascalientes,Homicidios,4
2015-04-01,Aguascalientes,Homicidios,4
2015-05-01,Aguascalientes,Homicidios,4
2015-06-01,Aguascalientes,Homicidios,4
2015-07-01,Aguascalientes,Homicidios,2
2015-08-01,Aguascalientes,Homicidios,3
2015-09-01,Aguascalientes,Homicidios,4
2015-10-01,Aguascalientes,Homicidios,2
2015-11-01,Aguascalientes,Homicidios,2
2015-12-01,Aguascalientes,Homicidios,2
2015-01-01,Aguascalientes,Lesiones,172
2015-02-01,Aguascalientes,Lesiones,194
2015-03-01,Aguascalientes,Lesiones,205
2015-04-01,Aguascalientes,Lesiones,227
2015-05-01,Aguascalientes,Lesiones,210
2015-06-01,Aguascalientes,Lesiones,216
2015-07-01,Aguascalientes,Lesiones,201
2015-08-01,Aguascalientes,Lesiones,235
2015-09-01,Aguascalientes,Lesiones,173
2015-10-01,Aguascalientes,Lesiones,169
2015-11-01,Aguascalientes,Lesiones,144
2015-12-01,Aguascalientes,Lesiones,143
2015-01-01,Aguascalientes,Narcomenudeo,37
2015-02-01,Aguascalientes,Narcomenudeo,50
2015-03-01,Aguascalientes,Narcomenudeo,43
2015-04-01,Aguascalientes,Narcomenudeo,44
2015-05-01,Aguascalientes,Narcomenudeo,53
2015-06-01,Aguascalientes,Narcomenudeo,53
2015-07-01,Aguascalientes,Narcomenudeo,51
2015-08-01,Aguascalientes,Narcomenudeo,81
2015-09-01,Aguascalientes,Narcomenudeo,45
2015-10-01,Aguascalientes,Narcomenudeo,58
2015-11-01,Aguascalientes,Narcomenudeo,45
2015-12-01,Aguascalientes,Narcomenudeo,54
2015-01-01,Aguascalientes,Robo a casa,220
2015-02-01,Aguascalientes,Robo a casa,179
2015-03-01,Aguascalientes,Robo a casa,202
2015-04-01,Aguascalientes,Robo a casa,197
2015-05-01,Aguascalientes,Robo a casa,221
2015-06-01,Aguascalientes,Robo a casa,236
2015-07-01,Aguascalientes,Robo a casa,238
2015-08-01,Aguascalientes,Robo a casa,232
2015-09-01,Aguascalientes,Robo a casa,206
2015-10-01,Aguascalientes,Robo a casa,177
2015-11-01,Aguascalientes,Robo a casa,230
2015-12-01,Aguascalientes,Robo a casa,187
2015-01-01,Aguascalientes,Robo a negocio,119
2015-02-01,Aguascalientes,Robo a negocio,91
2015-03-01,Aguascalientes,Robo a negocio,139
2015-04-01,Aguascalientes,Robo a negocio,118
2015-05-01,Aguascalientes,Robo a negocio,128
2015-06-01,Aguascalientes,Robo a negocio,112
2015-07-01,Aguascalientes,Robo a negocio,111
2015-08-01,Aguascalientes,Robo a negocio,146
2015-09-01,Aguascalientes,Robo a negocio,123
2015-10-01,Aguascalientes,Robo a negocio,124
2015-11-01,Aguascalientes,Robo a negocio,111
2015-12-01,Aguascalientes,Robo a negocio,116
2015-01-01,Aguascalientes,Robo a vehículo,159
2015-02-01,Aguascalientes,Robo a vehículo,149
2015-03-01,Aguascalientes,Robo a vehículo,169
2015-04-01,Aguascalientes,Robo a vehículo,159
2015-05-01,Aguascalientes,Robo a vehículo,174
2015-06-01,Aguascalientes,Robo a vehículo,127
2015-07-01,Aguascalientes,Robo a vehículo,129
2015-08-01,Aguascalientes,Robo a vehículo,150
2015-09-01,Aguascalientes,Robo a vehículo,182
2015-10-01,Aguascalientes,Robo a vehículo,157
2015-11-01,Aguascalientes,Robo a vehículo,218
2015-12-01,Aguascalientes,Robo a vehículo,222
2015-01-01,Aguascalientes,Secuestros,0
2015-02-01,Aguascalientes,Secuestros,0
2015-03-01,Aguascalientes,Secuestros,1
2015-04-01,Aguascalientes,Secuestros,1
2015-05-01,Aguascalientes,Secuestros,0
2015-06-01,Aguascalientes,Secuestros,0
2015-07-01,Aguascalientes,Secuestros,0
2015-08-01,Aguascalientes,Secuestros,1
2015-09-01,Aguascalientes,Secuestros,0
2015-10-01,Aguascalientes,Secuestros,1
2015-11-01,Aguascalientes,Secuestros,1
2015-12-01,Aguascalientes,Secuestros,0
2015-01-01,Aguascalientes,Violación,5
2015-02-01,Aguascalientes,Violación,5
2015-03-01,Aguascalientes,Violación,3
2015-04-01,Aguascalientes,Violación,11
2015-05-01,Aguascalientes,Violación,3
2015-06-01,Aguascalientes,Violación,15
2015-07-01,Aguascalientes,Violación,8
2015-08-01,Aguascalientes,Violación,8
2015-09-01,Aguascalientes,Violación,6
2015-10-01,Aguascalientes,Violación,9
2015-11-01,Aguascalientes,Violación,5
2015-12-01,Aguascalientes,Violación,6
2015-01-01,Aguascalientes,Violencia familiar,29
2015-02-01,Aguascalientes,Violencia familiar,41
2015-03-01,Aguascalientes,Violencia familiar,26
2015-04-01,Aguascalientes,Violencia familiar,41
2015-05-01,Aguascalientes,Violencia familiar,35
2015-06-01,Aguascalientes,Violencia familiar,38
2015-07-01,Aguascalientes,Violencia familiar,37
2015-08-01,Aguascalientes,Violencia familiar,43
2015-09-01,Aguascalientes,Violencia familiar,50
2015-10-01,Aguascalientes,Violencia familiar,58
2015-11-01,Aguascalientes,Violencia familiar,43
2015-12-01,Aguascalientes,Violencia familiar,40
2015-01-01,Baja California,Extorsión,7
2015-02-01,Baja California,Extorsión,19
2015-03-01,Baja California,Extorsión,24
2015-04-01,Baja California,Extorsión,10
2015-05-01,Baja California,Extorsión,17
2015-06-01,Baja California,Extorsión,16
2015-07-01,Baja California,Extorsión,19
2015-08-01,Baja California,Extorsión,19
2015-09-01,Baja California,Extorsión,27
2015-10-01,Baja California,Extorsión,20
2015-11-01,Baja California,Extorsión,17
2015-12-01,Baja California,Extorsión,26
2015-01-01,Baja California,Feminicidio,0
2015-02-01,Baja California,Feminicidio,0
2015-03-01,Baja California,Feminicidio,3
2015-04-01,Baja California,Feminicidio,2
2015-05-01,Baja California,Feminicidio,0
2015-06-01,Baja California,Feminicidio,1
2015-07-01,Baja California,Feminicidio,0
2015-08-01,Baja California,Feminicidio,2
2015-09-01,Baja California,Feminicidio,0
2015-10-01,Baja California,Feminicidio,1
2015-11-01,Baja California,Feminicidio,0
2015-12-01,Baja California,Feminicidio,1
2015-01-01,Baja California,Homicidios,49
2015-02-01,Baja California,Homicidios,56
2015-03-01,Baja California,Homicidios,56
2015-04-01,Baja California,Homicidios,60
2015-05-01,Baja California,Homicidios,75
2015-06-01,Baja California,Homicidios,76
2015-07-01,Baja California,Homicidios,72
2015-08-01,Baja California,Homicidios,77
2015-09-01,Baja California,Homicidios,86
2015-10-01,Baja California,Homicidios,68
2015-11-01,Baja California,Homicidios,78
2015-12-01,Baja California,Homicidios,68
2015-01-01,Baja California,Lesiones,825
2015-02-01,Baja California,Lesiones,850
2015-03-01,Baja California,Lesiones,1000
2015-04-01,Baja California,Lesiones,990
2015-05-01,Baja California,Lesiones,1045
2015-06-01,Baja California,Lesiones,1145
2015-07-01,Baja California,Lesiones,1095
2015-08-01,Baja California,Lesiones,1088
2015-09-01,Baja California,Lesiones,1082
2015-10-01,Baja California,Lesiones,990
2015-11-01,Baja California,Lesiones,788
2015-12-01,Baja California,Lesiones,772
2015-01-01,Baja California,Narcomenudeo,0
2015-02-01,Baja California,Narcomenudeo,0
2015-03-01,Baja California,Narcomenudeo,0
2015-04-01,Baja California,Narcomenudeo,0
2015-05-01,Baja California,Narcomenudeo,0
2015-06-01,Baja California,Narcomenudeo,0
2015-07-01,Baja California,Narcomenudeo,0
2015-08-01,Baja California,Narcomenudeo,0
2015-09-01,Baja California,Narcomenudeo,0
2015-10-01,Baja California,Narcomenudeo,0
2015-11-01,Baja California,Narcomenudeo,0
2015-12-01,Baja California,Narcomenudeo,0
2015-01-01,Baja California,Robo a casa,1155
2015-02-01,Baja California,Robo a casa,975
2015-03-01,Baja California,Robo a casa,1128
2015-04-01,Baja California,Robo a casa,1047
2015-05-01,Baja California,Robo a casa,1014
2015-06-01,Baja California,Robo a casa,1070
2015-07-01,Baja California,Robo a casa,1176
2015-08-01,Baja California,Robo a casa,1158
2015-09-01,Baja California,Robo a casa,1115
2015-10-01,Baja California,Robo a casa,997
2015-11-01,Baja California,Robo a casa,1063
2015-12-01,Baja California,Robo a casa,1101
2015-01-01,Baja California,Robo a negocio,616
2015-02-01,Baja California,Robo a negocio,500
2015-03-01,Baja California,Robo a negocio,477
2015-04-01,Baja California,Robo a negocio,503
2015-05-01,Baja California,Robo a negocio,441
2015-06-01,Baja California,Robo a negocio,490
2015-07-01,Baja California,Robo a negocio,412
2015-08-01,Baja California,Robo a negocio,420
2015-09-01,Baja California,Robo a negocio,415
2015-10-01,Baja California,Robo a negocio,462
2015-11-01,Baja California,Robo a negocio,375
2015-12-01,Baja California,Robo a negocio,421
2015-01-01,Baja California,Robo a vehículo,1056
2015-02-01,Baja California,Robo a vehículo,941
2015-03-01,Baja California,Robo a vehículo,1022
2015-04-01,Baja California,Robo a vehículo,1056
2015-05-01,Baja California,Robo a vehículo,1107
2015-06-01,Baja California,Robo a vehículo,1187
2015-07-01,Baja California,Robo a vehículo,1224
2015-08-01,Baja California,Robo a vehículo,1139
2015-09-01,Baja California,Robo a vehículo,1241
2015-10-01,Baja California,Robo a vehículo,1393
2015-11-01,Baja California,Robo a vehículo,1420
2015-12-01,Baja California,Robo a vehículo,1352
2015-01-01,Baja California,Secuestros,1
2015-02-01,Baja California,Secuestros,1
2015-03-01,Baja California,Secuestros,0
2015-04-01,Baja California,Secuestros,2
2015-05-01,Baja California,Secuestros,2
2015-06-01,Baja California,Secuestros,2
2015-07-01,Baja California,Secuestros,1
2015-08-01,Baja California,Secuestros,1
2015-09-01,Baja California,Secuestros,0
2015-10-01,Baja California,Secuestros,0
2015-11-01,Baja California,Secuestros,1
2015-12-01,Baja California,Secuestros,0
2015-01-01,Baja California,Violación,55
2015-02-01,Baja California,Violación,46
2015-03-01,Baja California,Violación,56
2015-04-01,Baja California,Violación,49
2015-05-01,Baja California,Violación,52
2015-06-01,Baja California,Violación,75
2015-07-01,Baja California,Violación,55
2015-08-01,Baja California,Violación,58
2015-09-01,Baja California,Violación,69
2015-10-01,Baja California,Violación,77
2015-11-01,Baja California,Violación,47
2015-12-01,Baja California,Violación,57
2015-01-01,Baja California,Violencia familiar,579
2015-02-01,Baja California,Violencia familiar,628
2015-03-01,Baja California,Violencia familiar,806
2015-04-01,Baja California,Violencia familiar,734
2015-05-01,Baja California,Violencia familiar,693
2015-06-01,Baja California,Violencia familiar,834
2015-07-01,Baja California,Violencia familiar,818
2015-08-01,Baja California,Violencia familiar,840
2015-09-01,Baja California,Violencia familiar,882
2015-10-01,Baja California,Violencia familiar,804
2015-11-01,Baja California,Violencia familiar,674
2015-12-01,Baja California,Violencia familiar,600
2015-01-01,Baja California Sur,Extorsión,3
2015-02-01,Baja California Sur,Extorsión,3
2015-03-01,Baja California Sur,Extorsión,4
2015-04-01,Baja California Sur,Extorsión,7
2015-05-01,Baja California Sur,Extorsión,10
2015-06-01,Baja California Sur,Extorsión,5
2015-07-01,Baja California Sur,Extorsión,0
2015-08-01,Baja California Sur,Extorsión,3
2015-09-01,Baja California Sur,Extorsión,4
2015-10-01,Baja California Sur,Extorsión,0
2015-11-01,Baja California Sur,Extorsión,6
2015-12-01,Baja California Sur,Extorsión,4
2015-01-01,Baja California Sur,Feminicidio,0
2015-02-01,Baja California Sur,Feminicidio,0
2015-03-01,Baja California Sur,Feminicidio,0
2015-04-01,Baja California Sur,Feminicidio,0
2015-05-01,Baja California Sur,Feminicidio,0
2015-06-01,Baja California Sur,Feminicidio,0
2015-07-01,Baja California Sur,Feminicidio,0
2015-08-01,Baja California Sur,Feminicidio,0
2015-09-01,Baja California Sur,Feminicidio,0
2015-10-01,Baja California Sur,Feminicidio,0
2015-11-01,Baja California Sur,Feminicidio,0
2015-12-01,Baja California Sur,Feminicidio,0
2015-01-01,Baja California Sur,Homicidios,17
2015-02-01,Baja California Sur,Homicidios,7
2015-03-01,Baja California Sur,Homicidios,8
2015-04-01,Baja California Sur,Homicidios,16
2015-05-01,Baja California Sur,Homicidios,16
2015-06-01,Baja California Sur,Homicidios,6
2015-07-01,Baja California Sur,Homicidios,11
2015-08-01,Baja California Sur,Homicidios,23
2015-09-01,Baja California Sur,Homicidios,29
2015-10-01,Baja California Sur,Homicidios,6
2015-11-01,Baja California Sur,Homicidios,7
2015-12-01,Baja California Sur,Homicidios,5
2015-01-01,Baja California Sur,Lesiones,99
2015-02-01,Baja California Sur,Lesiones,100
2015-03-01,Baja California Sur,Lesiones,97
2015-04-01,Baja California Sur,Lesiones,112
2015-05-01,Baja California Sur,Lesiones,100
2015-06-01,Baja California Sur,Lesiones,132
2015-07-01,Baja California Sur,Lesiones,87
2015-08-01,Baja California Sur,Lesiones,106
2015-09-01,Baja California Sur,Lesiones,121
2015-10-01,Baja California Sur,Lesiones,104
2015-11-01,Baja California Sur,Lesiones,129
2015-12-01,Baja California Sur,Lesiones,105
2015-01-01,Baja California Sur,Narcomenudeo,57
2015-02-01,Baja California Sur,Narcomenudeo,58
2015-03-01,Baja California Sur,Narcomenudeo,89
2015-04-01,Baja California Sur,Narcomenudeo,87
2015-05-01,Baja California Sur,Narcomenudeo,75
2015-06-01,Baja California Sur,Narcomenudeo,34
2015-07-01,Baja California Sur,Narcomenudeo,31
2015-08-01,Baja California Sur,Narcomenudeo,29
2015-09-01,Baja California Sur,Narcomenudeo,17
2015-10-01,Baja California Sur,Narcomenudeo,56
2015-11-01,Baja California Sur,Narcomenudeo,44
2015-12-01,Baja California Sur,Narcomenudeo,27
2015-01-01,Baja California Sur,Robo a casa,187
2015-02-01,Baja California Sur,Robo a casa,172
2015-03-01,Baja California Sur,Robo a casa,179
2015-04-01,Baja California Sur,Robo a casa,167
2015-05-01,Baja California Sur,Robo a casa,184
2015-06-01,Baja California Sur,Robo a casa,177
2015-07-01,Baja California Sur,Robo a casa,191
2015-08-01,Baja California Sur,Robo a casa,204
2015-09-01,Baja California Sur,Robo a casa,239
2015-10-01,Baja California Sur,Robo a casa,253
2015-11-01,Baja California Sur,Robo a casa,264
2015-12-01,Baja California Sur,Robo a casa,252
2015-01-01,Baja California Sur,Robo a negocio,1
2015-02-01,Baja California Sur,Robo a negocio,0
2015-03-01,Baja California Sur,Robo a negocio,0
2015-04-01,Baja California Sur,Robo a negocio,0
2015-05-01,Baja California Sur,Robo a negocio,0
2015-06-01,Baja California Sur,Robo a negocio,0
2015-07-01,Baja California Sur,Robo a negocio,2
2015-08-01,Baja California Sur,Robo a negocio,1
2015-09-01,Baja California Sur,Robo a negocio,0
2015-10-01,Baja California Sur,Robo a negocio,0
2015-11-01,Baja California Sur,Robo a negocio,0
2015-12-01,Baja California Sur,Robo a negocio,0
2015-01-01,Baja California Sur,Robo a vehículo,103
2015-02-01,Baja California Sur,Robo a vehículo,105
2015-03-01,Baja California Sur,Robo a vehículo,103
2015-04-01,Baja California Sur,Robo a vehículo,77
2015-05-01,Baja California Sur,Robo a vehículo,95
2015-06-01,Baja California Sur,Robo a vehículo,84
2015-07-01,Baja California Sur,Robo a vehículo,97
2015-08-01,Baja California Sur,Robo a vehículo,96
2015-09-01,Baja California Sur,Robo a vehículo,128
2015-10-01,Baja California Sur,Robo a vehículo,98
2015-11-01,Baja California Sur,Robo a vehículo,98
2015-12-01,Baja California Sur,Robo a vehículo,106
2015-01-01,Baja California Sur,Secuestros,0
2015-02-01,Baja California Sur,Secuestros,0
2015-03-01,Baja California Sur,Secuestros,0
2015-04-01,Baja California Sur,Secuestros,0
2015-05-01,Baja California Sur,Secuestros,0
2015-06-01,Baja California Sur,Secuestros,0
2015-07-01,Baja California Sur,Secuestros,0
2015-08-01,Baja California Sur,Secuestros,0
2015-09-01,Baja California Sur,Secuestros,0
2015-10-01,Baja California Sur,Secuestros,0
2015-11-01,Baja California Sur,Secuestros,0
2015-12-01,Baja California Sur,Secuestros,0
2015-01-01,Baja California Sur,Violación,8
2015-02-01,Baja California Sur,Violación,13
2015-03-01,Baja California Sur,Violación,17
2015-04-01,Baja California Sur,Violación,11
2015-05-01,Baja California Sur,Violación,7
2015-06-01,Baja California Sur,Violación,16
2015-07-01,Baja California Sur,Violación,17
2015-08-01,Baja California Sur,Violación,8
2015-09-01,Baja California Sur,Violación,6
2015-10-01,Baja California Sur,Violación,6
2015-11-01,Baja California Sur,Violación,9
2015-12-01,Baja California Sur,Violación,13
2015-01-01,Baja California Sur,Violencia familiar,123
2015-02-01,Baja California Sur,Violencia familiar,119
2015-03-01,Baja California Sur,Violencia familiar,170
2015-04-01,Baja California Sur,Violencia familiar,142
2015-05-01,Baja California Sur,Violencia familiar,116
2015-06-01,Baja California Sur,Violencia familiar,143
2015-07-01,Baja California Sur,Violencia familiar,142
2015-08-01,Baja California Sur,Violencia familiar,124
2015-09-01,Baja California Sur,Violencia familiar,162
2015-10-01,Baja California Sur,Violencia familiar,141
2015-11-01,Baja California Sur,Violencia familiar,166
2015-12-01,Baja California Sur,Violencia familiar,143
2015-01-01,Campeche,Extorsión,2
2015-02-01,Campeche,Extorsión,0
2015-03-01,Campeche,Extorsión,0
2015-04-01,Campeche,Extorsión,2
2015-05-01,Campeche,Extorsión,3
2015-06-01,Campeche,Extorsión,3
2015-07-01,Campeche,Extorsión,3
2015-08-01,Campeche,Extorsión,1
2015-09-01,Campeche,Extorsión,4
2015-10-01,Campeche,Extorsión,7
2015-11-01,Campeche,Extorsión,3
2015-12-01,Campeche,Extorsión,6
2015-01-01,Campeche,Feminicidio,1
2015-02-01,Campeche,Feminicidio,2
2015-03-01,Campeche,Feminicidio,0
2015-04-01,Campeche,Feminicidio,0
2015-05-01,Campeche,Feminicidio,0
2015-06-01,Campeche,Feminicidio,1
2015-07-01,Campeche,Feminicidio,0
2015-08-01,Campeche,Feminicidio,0
2015-09-01,Campeche,Feminicidio,0
2015-10-01,Campeche,Feminicidio,0
2015-11-01,Campeche,Feminicidio,0
2015-12-01,Campeche,Feminicidio,0
2015-01-01,Campeche,Homicidios,2
2015-02-01,Campeche,Homicidios,3
2015-03-01,Campeche,Homicidios,9
2015-04-01,Campeche,Homicidios,4
2015-05-01,Campeche,Homicidios,7
2015-06-01,Campeche,Homicidios,5
2015-07-01,Campeche,Homicidios,0
2015-08-01,Campeche,Homicidios,3
2015-09-01,Campeche,Homicidios,3
2015-10-01,Campeche,Homicidios,4
2015-11-01,Campeche,Homicidios,3
2015-12-01,Campeche,Homicidios,6
2015-01-01,Campeche,Lesiones,2
2015-02-01,Campeche,Lesiones,5
2015-03-01,Campeche,Lesiones,5
2015-04-01,Campeche,Lesiones,8
2015-05-01,Campeche,Lesiones,22
2015-06-01,Campeche,Lesiones,9
2015-07-01,Campeche,Lesiones,8
2015-08-01,Campeche,Lesiones,7
2015-09-01,Campeche,Lesiones,4
2015-10-01,Campeche,Lesiones,9
2015-11-01,Campeche,Lesiones,8
2015-12-01,Campeche,Lesiones,9
2015-01-01,Campeche,Narcomenudeo,2
2015-02-01,Campeche,Narcomenudeo,6
2015-03-01,Campeche,Narcomenudeo,3
2015-04-01,Campeche,Narcomenudeo,3
2015-05-01,Campeche,Narcomenudeo,17
2015-06-01,Campeche,Narcomenudeo,3
2015-07-01,Campeche,Narcomenudeo,4
2015-08-01,Campeche,Narcomenudeo,3
2015-09-01,Campeche,Narcomenudeo,1
2015-10-01,Campeche,Narcomenudeo,7
2015-11-01,Campeche,Narcomenudeo,6
2015-12-01,Campeche,Narcomenudeo,3
2015-01-01,Campeche,Robo a casa,9
2015-02-01,Campeche,Robo a casa,8
2015-03-01,Campeche,Robo a casa,19
2015-04-01,Campeche,Robo a casa,6
2015-05-01,Campeche,Robo a casa,15
2015-06-01,Campeche,Robo a casa,6
2015-07-01,Campeche,Robo a casa,6
2015-08-01,Campeche,Robo a casa,12
2015-09-01,Campeche,Robo a casa,9
2015-10-01,Campeche,Robo a casa,11
2015-11-01,Campeche,Robo a casa,13
2015-12-01,Campeche,Robo a casa,9
2015-01-01,Campeche,Robo a negocio,4
2015-02-01,Campeche,Robo a negocio,3
2015-03-01,Campeche,Robo a negocio,10
2015-04-01,Campeche,Robo a negocio,3
2015-05-01,Campeche,Robo a negocio,6
2015-06-01,Campeche,Robo a negocio,5
2015-07-01,Campeche,Robo a negocio,8
2015-08-01,Campeche,Robo a negocio,10
2015-09-01,Campeche,Robo a negocio,3
2015-10-01,Campeche,Robo a negocio,5
2015-11-01,Campeche,Robo a negocio,3
2015-12-01,Campeche,Robo a negocio,8
2015-01-01,Campeche,Robo a vehículo,5
2015-02-01,Campeche,Robo a vehículo,9
2015-03-01,Campeche,Robo a vehículo,15
2015-04-01,Campeche,Robo a vehículo,5
2015-05-01,Campeche,Robo a vehículo,33
2015-06-01,Campeche,Robo a vehículo,37
2015-07-01,Campeche,Robo a vehículo,26
2015-08-01,Campeche,Robo a vehículo,18
2015-09-01,Campeche,Robo a vehículo,34
2015-10-01,Campeche,Robo a vehículo,41
2015-11-01,Campeche,Robo a vehículo,41
2015-12-01,Campeche,Robo a vehículo,47
2015-01-01,Campeche,Secuestros,0
2015-02-01,Campeche,Secuestros,1
2015-03-01,Campeche,Secuestros,0
2015-04-01,Campeche,Secuestros,0
2015-05-01,Campeche,Secuestros,1
2015-06-01,Campeche,Secuestros,1
2015-07-01,Campeche,Secuestros,1
2015-08-01,Campeche,Secuestros,0
2015-09-01,Campeche,Secuestros,0
2015-10-01,Campeche,Secuestros,2
2015-11-01,Campeche,Secuestros,0
2015-12-01,Campeche,Secuestros,0
2015-01-01,Campeche,Violación,6
2015-02-01,Campeche,Violación,3
2015-03-01,Campeche,Violación,2
2015-04-01,Campeche,Violación,0
2015-05-01,Campeche,Violación,4
2015-06-01,Campeche,Violación,5
2015-07-01,Campeche,Violación,8
2015-08-01,Campeche,Violación,2
2015-09-01,Campeche,Violación,0
2015-10-01,Campeche,Violación,6
2015-11-01,Campeche,Violación,4
2015-12-01,Campeche,Violación,4
2015-01-01,Campeche,Violencia familiar,1
2015-02-01,Campeche,Violencia familiar,0
2015-03-01,Campeche,Violencia familiar,3
2015-04-01,Campeche,Violencia familiar,1
2015-05-01,Campeche,Violencia familiar,3
2015-06-01,Campeche,Violencia familiar,5
2015-07-01,Campeche,Violencia familiar,1
2015-08-01,Campeche,Violencia familiar,1
2015-09-01,Campeche,Violencia familiar,0
2015-10-01,Campeche,Violencia familiar,2
2015-11-01,Campeche,Violencia familiar,0
2015-12-01,Campeche,Violencia familiar,1
2015-01-01,Chiapas,Extorsión,10
2015-02-01,Chiapas,Extorsión,13
2015-03-01,Chiapas,Extorsión,12
2015-04-01,Chiapas,Extorsión,23
2015-05-01,Chiapas,Extorsión,21
2015-06-01,Chiapas,Extorsión,22
2015-07-01,Chiapas,Extorsión,20
2015-08-01,Chiapas,Extorsión,12
2015-09-01,Chiapas,Extorsión,18
2015-10-01,Chiapas,Extorsión,25
2015-11-01,Chiapas,Extorsión,25
2015-12-01,Chiapas,Extorsión,16
2015-01-01,Chiapas,Feminicidio,2
2015-02-01,Chiapas,Feminicidio,2
2015-03-01,Chiapas,Feminicidio,0
2015-04-01,Chiapas,Feminicidio,4
2015-05-01,Chiapas,Feminicidio,2
2015-06-01,Chiapas,Feminicidio,4
2015-07-01,Chiapas,Feminicidio,5
2015-08-01,Chiapas,Feminicidio,2
2015-09-01,Chiapas,Feminicidio,2
2015-10-01,Chiapas,Feminicidio,6
2015-11-01,Chiapas,Feminicidio,2
2015-12-01,Chiapas,Feminicidio,5
2015-01-01,Chiapas,Homicidios,37
2015-02-01,Chiapas,Homicidios,40
2015-03-01,Chiapas,Homicidios,32
2015-04-01,Chiapas,Homicidios,48
2015-05-01,Chiapas,Homicidios,40
2015-06-01,Chiapas,Homicidios,38
2015-07-01,Chiapas,Homicidios,34
2015-08-01,Chiapas,Homicidios,57
2015-09-01,Chiapas,Homicidios,53
2015-10-01,Chiapas,Homicidios,45
2015-11-01,Chiapas,Homicidios,40
2015-12-01,Chiapas,Homicidios,38
2015-01-01,Chiapas,Lesiones,59
2015-02-01,Chiapas,Lesiones,61
2015-03-01,Chiapas,Lesiones,60
2015-04-01,Chiapas,Lesiones,59
2015-05-01,Chiapas,Lesiones,64
2015-06-01,Chiapas,Lesiones,65
2015-07-01,Chiapas,Lesiones,55
2015-08-01,Chiapas,Lesiones,58
2015-09-01,Chiapas,Lesiones,66
2015-10-01,Chiapas,Lesiones,70
2015-11-01,Chiapas,Lesiones,77
2015-12-01,Chiapas,Lesiones,52
2015-01-01,Chiapas,Narcomenudeo,39
2015-02-01,Chiapas,Narcomenudeo,65
2015-03-01,Chiapas,Narcomenudeo,92
2015-04-01,Chiapas,Narcomenudeo,45
2015-05-01,Chiapas,Narcomenudeo,65
2015-06-01,Chiapas,Narcomenudeo,49
2015-07-01,Chiapas,Narcomenudeo,35
2015-08-01,Chiapas,Narcomenudeo,78
2015-09-01,Chiapas,Narcomenudeo,64
2015-10-01,Chiapas,Narcomenudeo,64
2015-11-01,Chiapas,Narcomenudeo,86
2015-12-01,Chiapas,Narcomenudeo,42
2015-01-01,Chiapas,Robo a casa,136
2015-02-01,Chiapas,Robo a casa,167
2015-03-01,Chiapas,Robo a casa,168
2015-04-01,Chiapas,Robo a casa,182
2015-05-01,Chiapas,Robo a casa,190
2015-06-01,Chiapas,Robo a casa,157
2015-07-01,Chiapas,Robo a casa,153
2015-08-01,Chiapas,Robo a casa,130
2015-09-01,Chiapas,Robo a casa,149
2015-10-01,Chiapas,Robo a casa,164
2015-11-01,Chiapas,Robo a casa,159
2015-12-01,Chiapas,Robo a casa,119
2015-01-01,Chiapas,Robo a negocio,68
2015-02-01,Chiapas,Robo a negocio,47
2015-03-01,Chiapas,Robo a negocio,67
2015-04-01,Chiapas,Robo a negocio,66
2015-05-01,Chiapas,Robo a negocio,54
2015-06-01,Chiapas,Robo a negocio,68
2015-07-01,Chiapas,Robo a negocio,68
2015-08-01,Chiapas,Robo a negocio,86
2015-09-01,Chiapas,Robo a negocio,89
2015-10-01,Chiapas,Robo a negocio,104
2015-11-01,Chiapas,Robo a negocio,88
2015-12-01,Chiapas,Robo a negocio,94
2015-01-01,Chiapas,Robo a vehículo,119
2015-02-01,Chiapas,Robo a vehículo,143
2015-03-01,Chiapas,Robo a vehículo,174
2015-04-01,Chiapas,Robo a vehículo,133
2015-05-01,Chiapas,Robo a vehículo,153
2015-06-01,Chiapas,Robo a vehículo,177
2015-07-01,Chiapas,Robo a vehículo,159
2015-08-01,Chiapas,Robo a vehículo,204
2015-09-01,Chiapas,Robo a vehículo,225
2015-10-01,Chiapas,Robo a vehículo,198
2015-11-01,Chiapas,Robo a vehículo,185
